identity,file,location,condition_feature,statement_feature,vector
"(795523, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1604:8:46013:46042,"[u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Argument', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'PrimaryExpression', u'RelationalExpression']","[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(795580, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1594:8:45772:45783,"[u'Identifier', u'PrimaryExpression', u'AdditiveExpression', u'Identifier', u'RelationalExpression']","[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(795657, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1581:6:45423:45471,"[u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'Callee', u'PrimaryExpression', u'Argument', u'Sizeof', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'SizeofExpr', u'Argument', u'ArgumentList', u'CallExpression', u'AssignmentExpr', u'Identifier', u'EqualityExpression']","[u'Identifier', u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(795848, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1555:10:44539:44616,"[u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'Callee', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Argument', u'Sizeof', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'SizeofExpr', u'Identifier', u'Identifier', u'PtrMemberAccess', u'MultiplicativeExpression', u'Argument', u'ArgumentList', u'CallExpression', u'AssignmentExpr', u'Identifier', u'EqualityExpression']","[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Identifier']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(796161, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1493:10:42674:42695,"[u'Identifier', u'Identifier', u'RelationalExpression']","[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(796521, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1423:8:40656:40669,"[u'Identifier', u'Identifier', u'EqualityExpression']","[u'Identifier', u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(796582, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1414:6:40329:40352,"[u'Identifier', u'Identifier', u'AdditiveExpression', u'Identifier', u'RelationalExpression']","[u'Identifier', u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(796687, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1390:6:39583:39623,"[u'Identifier', u'Identifier', u'PtrMemberAccess', u'PrimaryExpression', u'RelationalExpression', u'Identifier', u'Identifier', u'PtrMemberAccess', u'PrimaryExpression', u'RelationalExpression', u'OrExpression']","[u'Identifier', u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(796853, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1361:6:38586:38615,"[u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'BitAndExpression']","[u'Identifier', u'Identifier', u'PtrMemberAccess', u'PrimaryExpression', u'AssignmentExpr', u'Identifier', u'Callee', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2]"
"(796954, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1343:6:38042:38096,"[u'Identifier', u'PrimaryExpression', u'BitAndExpression', u'Identifier', u'Callee', u'Identifier', u'Identifier', u'MemberAccess', u'Argument', u'ArgumentList', u'CallExpression', u'EqualityExpression']","[u'Identifier', u'Condition', u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Condition']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(797142, u'False')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1311:6:37232:37261,"[u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'BitAndExpression', u'UnaryOp']","[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(797197, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1303:6:36958:37003,"[u'Identifier', u'CastTarget', u'Sizeof', u'SizeofOperand', u'SizeofExpr', u'CastExpression', u'PrimaryExpression', u'AdditiveExpression', u'RelationalExpression']","[u'Identifier', u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(798115, u'False')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1805:8:50997:51011,"[u'Identifier', u'Identifier', u'EqualityExpression']","[u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'Identifier', u'Callee', u'Identifier', u'Argument', u'ArgumentList', u'CallExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier', u'Identifier', u'AssignmentExpr', u'Identifier']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 3, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 3]"
"(798115, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1805:8:50997:51011,"[u'Identifier', u'Identifier', u'EqualityExpression']","[u'Identifier', u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(798316, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1844:6:52139:52154,"[u'Identifier', u'PrimaryExpression', u'RelationalExpression']","[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(798366, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1834:8:51849:51884,"[u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'Identifier', u'PtrMemberAccess', u'EqualityExpression']","[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Identifier']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
"(798642, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],2027:10:57806:57829,"[u'Identifier', u'Identifier', u'PtrMemberAccess', u'PrimaryExpression', u'EqualityExpression']","[u'Identifier', u'Condition', u'Identifier', u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Argument', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Argument', u'CastTarget', u'Identifier', u'CastExpression', u'Argument', u'ArgumentList', u'CallExpression', u'AssignmentExpr', u'Condition', u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 0, 2, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2]"
"(798758, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],2000:16:57013:57126,"[u'Identifier', u'Identifier', u'Identifier', u'MemberAccess', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'MemberAccess', u'UnaryOp', u'Argument', u'ArgumentList', u'CallExpression', u'AssignmentExpr', u'PrimaryExpression', u'RelationalExpression']","[u'Identifier', u'Condition', u'Identifier', u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Argument', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Argument', u'CastTarget', u'Identifier', u'CastExpression', u'Argument', u'ArgumentList', u'CallExpression', u'AssignmentExpr', u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Condition']","[0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 0, 2, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2]"
"(798827, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1988:16:56542:56655,"[u'Identifier', u'Identifier', u'Identifier', u'MemberAccess', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'MemberAccess', u'UnaryOp', u'Argument', u'ArgumentList', u'CallExpression', u'AssignmentExpr', u'PrimaryExpression', u'RelationalExpression']","[u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression', u'Condition', u'Identifier', u'Identifier', u'Callee', u'Identifier', u'Argument', u'Identifier', u'Argument', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Argument', u'CastTarget', u'Identifier', u'CastExpression', u'Argument', u'ArgumentList', u'CallExpression', u'AssignmentExpr', u'Condition', u'Identifier']","[0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 12, 0, 0, 0, 0, 0, 0, 0, 2, 7, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 2]"
"(798881, u'True')",[u'/data/download/CMake/cmake-master/cmake-master/Utilities/cmlibarchive/libarchive/archive_read_support_format_rar.c'],1979:18:56151:56264,"[u'Identifier', u'Identifier', u'Identifier', u'MemberAccess', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'Identifier', u'MemberAccess', u'UnaryOp', u'Argument', u'ArgumentList', u'CallExpression', u'AssignmentExpr', u'PrimaryExpression', u'RelationalExpression']","[u'Identifier', u'Identifier', u'Callee', u'UnaryOperator', u'Identifier', u'Identifier', u'PtrMemberAccess', u'UnaryOp', u'Argument', u'Identifier', u'Argument', u'PrimaryExpression', u'Argument', u'ArgumentList', u'CallExpression']","[0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
